Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene:AT1G01355,1.7571791782219053,1.1787527340969692,1.4487211086121317,0.8136505550238095,0.41584516740212263,0.5974105873637152
gene:AT1G01360,328.8358340726966,-0.01641028834903013,0.1139232615590573,-0.14404686211097556,0.8854634648690395,0.9413644775206951
gene:AT1G01370,144.04822404372447,0.3325846239834725,0.16426503486621585,2.0246830024073166,0.04289992509918336,0.11384756903089148
gene:AT1G01380,27.106444962285746,0.592518609950442,0.3651051202979475,1.622871269148216,0.10461692650254255,0.22655801285345875
gene:AT1G01390,0.17169315448013714,-1.1863243933113192,4.425478833013716,-0.26806690034566083,0.788647823367763,
gene:AT1G01400,0.0,,,,,
gene:AT1G01410,0.0,,,,,
gene:AT1G01420,61.341762813217066,-3.1328370648442867,0.33764367638240833,-9.278530249434022,1.7183239828474373e-20,5.829873412245597e-19
gene:AT1G01430,1031.3907235602585,-0.15033922971706962,0.07934925245797275,-1.8946521241229919,0.05813850436978157,0.14441264502027706
gene:AT1G01440,458.4273858411452,-0.23712054498568336,0.10166715988170974,-2.3323219145845555,0.01968376250769683,0.060894082780083465
gene:AT1G01450,330.19892596000585,-0.26951177307080143,0.12470620803976727,-2.1611736681533724,0.030681926650779158,0.0873192578832119
gene:AT1G01453,18.236224777533863,0.12470073896789169,0.4565537650579879,0.2731348386800691,0.7847495671285122,0.8809346665018748
gene:AT1G01460,0.18921154327659107,-1.1863243933113192,4.425478833013716,-0.26806690034566083,0.788647823367763,
gene:AT1G01470,1883.0144866135397,0.16076524306616313,0.07792244578327154,2.0631442128152035,0.03909892859479549,0.10588311762280335
gene:AT1G01480,63.233701750947795,-0.6982747478628903,0.24185639952319926,-2.887146047156427,0.003887537336855582,0.015606563842729257
gene:AT1G01490,1120.9596274225007,-0.5076233944955743,0.08679017104804075,-5.84885809494016,4.949591132467529e-09,6.457211454436781e-08
gene:AT1G01500,235.08432945730007,-0.14926892086448404,0.13256532593140088,-1.1260027448031684,0.260164357515271,0.4345739670587179
gene:AT1G01510,996.7882934303062,-0.13705580270337533,0.08486596908890334,-1.6149677447246178,0.10631768014292703,0.22911444143853785
gene:AT1G01520,7.991791780448239,0.02076924743537586,0.6771104423357567,0.030673352730657015,0.9755300426001683,0.9886336304352071
gene:AT1G01530,0.0,,,,,
gene:AT1G01540,1062.5936880894722,-0.16378849160566245,0.07826801433218827,-2.0926619003071254,0.036379346609409724,0.10005561804295958
gene:AT1G01550,3202.723189516583,0.1553734999814542,0.06508045801966403,2.3874063691209453,0.016967724256965324,0.05376351747676913
gene:AT1G01560,8.726842099011925,4.527632294787991,1.15581255365209,3.917272122094331,8.955663593952783e-05,0.0005693733324405219
gene:AT1G01570,71.9508257162009,-0.04887258936132803,0.22265781448322028,-0.2194964029210442,0.8262633816052329,0.9071971240397723
gene:AT1G01580,829.3706484992235,-0.576327426348781,0.11369618286192701,-5.0690129768795735,3.9988396779343794e-07,3.945448677204757e-06
gene:AT1G01590,0.0,,,,,
gene:AT1G01600,60.48447756030157,1.2665970458628626,0.2710251420631201,4.673356265847394,2.963171026409036e-06,2.537273984438658e-05
gene:AT1G01610,630.1542329797505,0.09361714144870804,0.11320141997604713,0.8269961760949375,0.40823922885853614,0.5904865026016688
gene:AT1G01620,11369.730245225272,-0.28312337634790846,0.059129086793034316,-4.788225080135378,1.6826286906507476e-06,1.496610135484824e-05
gene:AT1G01630,1098.5842068376564,0.26879084855147867,0.07944600007382982,3.3833150605655304,0.0007161642316454421,0.003617366992145447
gene:AT1G01640,1000.618250217508,0.13479702571849217,0.07787409336271267,1.7309610924219772,0.08345870411298033,0.19137852469180547
gene:AT1G01650,921.551709759236,0.20742903567535592,0.09662825164494825,2.146670690447087,0.0318195077354333,0.08983753495933404
gene:AT1G01660,111.88485702449383,-0.5251357998047714,0.1903871632101582,-2.7582521371207265,0.005811135627388362,0.021998716590839663
gene:AT1G01670,95.29823909079998,-0.6015046421456343,0.20353000677526803,-2.9553609891528096,0.003123033993517747,0.012936998946463035
gene:AT1G01680,3.3100047328011413,3.0460498659514736,1.374464858596948,2.216171513516088,0.02667975802345851,0.07799228597812786
gene:AT1G01690,192.99942506312206,0.015188851275684314,0.14990176697551852,0.10132536515173239,0.9192921813326461,0.9577568039032918
gene:AT1G01695,8.079789952423518,0.3052203057271425,0.6701143397900814,0.4554749653958385,0.6487675740809491,0.7891266467597925
gene:AT1G01700,18.62060866855665,1.0344503528987672,0.4687794289278525,2.2066888798099846,0.02733580266635362,0.07958067322376935
gene:AT1G01710,686.8968914045803,0.15689620607739915,0.08907959211972856,1.7613035976469316,0.07818703146982227,0.1816585555564978
gene:AT1G01715,134.15147911576784,0.07485289470463898,0.18428903260774543,0.40617118471700636,0.6846168248492397,0.816800942529962
gene:AT1G01720,1169.2775920464544,0.5598183346811798,0.09194872243760617,6.088375344867427,1.140622110153619e-09,1.617105380610696e-08
gene:AT1G01725,165.14807797594665,0.2548835697213641,0.15991121385000354,1.5939067910549694,0.11095691316967456,0.23649034693552326
gene:AT1G01730,673.230189155715,-0.09670508610658334,0.09412542800644787,-1.0274066015397958,0.3042290442623433,0.48369100479611293
gene:AT1G01740,126.15249720121021,-0.14170832336112626,0.17647168610662628,-0.803008836644222,0.4219696270758392,0.6029175349650681
gene:AT1G01750,399.24384218137465,-0.33437028405382946,0.12361342419968212,-2.7049674112553976,0.006831109069965435,0.025222736398308375
gene:AT1G01760,81.15814170422779,-0.08949169819437681,0.2233646786052343,-0.4006528639764966,0.6886757189789074,0.8193782898173173
gene:AT1G01770,620.0125173722323,-0.1604368768853871,0.11330868683606077,-1.415927422383009,0.15679675513611185,0.3046167445103275
gene:AT1G01780,826.1840651503085,-0.2066590663638633,0.09869368671481764,-2.093944134045972,0.03626495713559208,0.09979295229042903
gene:AT1G01790,324.2251610700227,-0.2883069643515664,0.11442748045475543,-2.519560539179772,0.011750143258518841,0.039593176554918515
gene:AT1G01800,2035.9859635792436,0.07024557223175143,0.08410139851108883,0.8352485627511831,0.40357777202934253,0.5857810811209888
gene:AT1G01810,24.399009915841727,0.4630172300786877,0.38792123373460563,1.1935856813537014,0.23264007776386364,0.4019201202854594
gene:AT1G01820,1954.8232607338666,-0.16786125472767227,0.08553433911520708,-1.962501335300881,0.04970414530281456,0.12767262962685233
gene:AT1G01830,568.1946754625995,0.22991311458480998,0.09442345442288404,2.43491530774889,0.014895275591115425,0.048252553175962866
gene:AT1G01840,26.667354597588,0.04227973390930415,0.3649780466964639,0.11584185485124902,0.907777878417666,0.952087515634945
gene:AT1G01860,103.18511769906122,-0.012889136673200486,0.19953917976704041,-0.06459451566478522,0.9484968514576341,0.9740928590144604
gene:AT1G01880,27.524540563539816,0.2412505126643677,0.3630942195249709,0.6644295053223129,0.5064154537575876,0.6791388176903083
gene:AT1G01900,97.15011175221774,-0.07020237564834649,0.21724870172709976,-0.3231429006951317,0.746587021542024,0.8571667471294199
gene:AT1G01910,921.6306620852005,0.024408905032660452,0.08064349091697542,0.30267669163516314,0.7621362624447706,0.8665494926247898
gene:AT1G01920,894.5040776338933,0.09554779338301085,0.08484183958070413,1.126187195553709,0.26008629217280543,0.43447720155646014
gene:AT1G01930,377.94407008787243,-0.14341054707145007,0.1075358854288498,-1.3336064189134,0.18233287818633936,0.3388581302252588
gene:AT1G01940,555.5695050133196,0.06288097778325898,0.10181150538063527,0.6176215305742748,0.5368248485838358,0.7041263783854675
gene:AT1G01950,602.1884063894298,0.08953799270275077,0.10645285829106868,0.8411046367391241,0.400289317760528,0.5825089626811892
gene:AT1G01960,2186.4398426008734,-0.02881795577222011,0.068612547005093,-0.42000999860974403,0.6744781494740006,0.8089538941331769
gene:AT1G01970,82.01573380676139,-0.16335194873644418,0.21204738093754674,-0.7703558893969806,0.44108881175583536,0.6200530540760532
gene:AT1G01980,0.15215204446965183,0.7372497588068065,4.425474593542922,0.16659224750324084,0.8676908940503605,
gene:AT1G01990,465.2849118678523,-0.18368824600782613,0.11362460720323694,-1.6166238152908943,0.10595950797864992,0.22857085505981287
gene:AT1G02000,438.3194792856454,-0.060868933349902066,0.10543139486408898,-0.5773321450253776,0.5637151026792796,0.7248149496849896
gene:AT1G02010,224.0460277795706,-0.22228374185018915,0.15286876485705586,-1.4540821472459837,0.14592353254179719,0.2891137622979432
gene:AT1G02020,230.085131966043,-0.05970785699341135,0.13585590733331507,-0.4394940062997877,0.6603036240424242,0.7969937368029525
gene:AT1G02030,38.997814310594684,-0.01802700054214599,0.3091954600518911,-0.05830292766627488,0.9535073355436845,0.9764038195881561
gene:AT1G02040,0.31128268674592324,1.6455926138216272,3.596313331788375,0.45757765300258385,0.6472559015031436,
gene:AT1G02050,451.6383591138349,-0.2168174008832056,0.10830159211790237,-2.001977963972752,0.045287101567649875,0.11840604357527552
gene:AT1G02060,153.13078996814411,0.12705099169323744,0.17984084421269733,0.706463496929399,0.47989994549851556,0.6545689648525265
gene:AT1G02065,0.0,,,,,
gene:AT1G02067,0.0,,,,,
gene:AT1G02070,3.2136499765726056,-0.997136803809434,1.0643435327736668,-0.9368561682438256,0.34883254835074784,0.532063951955357
gene:AT1G02080,2527.508760866375,0.10130370572676442,0.0660876121430602,1.5328698138990366,0.12530793478565952,0.2587777757713088
gene:AT1G02090,1297.6072828389347,-0.12282983372020914,0.0730666654409716,-1.6810652707210203,0.09275023721503504,0.20744554338188406
gene:AT1G02100,1515.9784288550336,-0.31220834632924904,0.07599829343485526,-4.108096803474541,3.9893290262381065e-05,0.0002760799927138097
gene:AT1G02110,650.7769569597558,-0.1645290394320374,0.0998251205754131,-1.6481727092705445,0.0993172353345248,0.2182349596790607
gene:AT1G02120,1594.9444328844086,-0.3342697077653059,0.07296133205089166,-4.581463884625182,4.617323523242994e-06,3.8379278499436565e-05
gene:AT1G02130,940.496834972805,0.0627175975197793,0.08350108802609783,0.7510991653207828,0.4525929780352045,0.6302711377891993
gene:AT1G02140,2207.425380418907,0.07690999099404362,0.06400437340787254,1.2016364960551849,0.2295043949565877,0.39837387539240743
gene:AT1G02145,623.3115565132,0.17869294690437304,0.08941269466776086,1.9985187513737193,0.04566044908471952,0.11920885303691203
gene:AT1G02150,818.6132772817051,-0.5058493173825641,0.09673570241315402,-5.229189479827245,1.7025480236947229e-07,1.7825124335412288e-06
gene:AT1G02160,357.0402844179889,0.1962737047676267,0.11188605969856971,1.7542284114428937,0.0793913767754315,0.18380977768886916
gene:AT1G02170,994.0363507428175,-0.18824044331212966,0.0774695027611216,-2.4298651288955857,0.015104442329052505,0.04882020020615563
gene:AT1G02180,67.70938752517371,4.110879504683946e-05,0.23046528083522455,0.0001783730499355821,0.9998576788981478,0.9998576788981478
gene:AT1G02190,0.0,,,,,
gene:AT1G02205,32.590834814350494,-1.2781204616372601,0.3561406461503972,-3.5888081729865604,0.0003321931520055959,0.0018346720844578314
gene:AT1G02210,0.0,,,,,
gene:AT1G02220,330.87846515118235,0.0984170643945914,0.12451000558249681,0.7904349849971136,0.4292737774518697,0.6093422347754093
gene:AT1G02230,18.823413215921875,1.3625417589055397,0.47534886005932264,2.866403758148273,0.004151643721850439,0.01650408405123227
gene:AT1G02250,3.4623415423912918,-0.062065771907095654,1.0330296807866017,-0.06008130556310405,0.9520908790616854,0.9757868808014176
gene:AT1G02260,470.75592056119336,0.05871548843451366,0.09818114801875275,0.5980322049534286,0.5498184445946017,0.7139000701628941
gene:AT1G02270,366.8294527163841,0.12247511218710119,0.10992587867354556,1.114160866076167,0.26521018066773316,0.44027583308573215
gene:AT1G02280,568.1105344271178,-0.8757033785548692,0.09536506987096602,-9.1826428664053,4.2063850185015485e-20,1.3815125712211021e-18
gene:AT1G02290,194.54044300867326,0.04866781356637427,0.14396822010577168,0.3380455320668591,0.7353288757550401,0.849361730155894
gene:AT1G02300,434.8394407323487,-0.7496114306113597,0.11259717334112389,-6.657462246768311,2.7859593463347584e-11,4.729774254540631e-10
gene:AT1G02305,1810.0393272587755,-0.4754332332334536,0.07040456312602324,-6.752875270065016,1.4494354348728056e-11,2.5386296926692694e-10
gene:AT1G02310,38.02499929809817,0.4373004499633602,0.31688728171106223,1.3799873810085275,0.16759053020809445,0.31959951045782253
gene:AT1G02320,0.18921154327659107,-1.1863243933113192,4.425478833013716,-0.26806690034566083,0.788647823367763,
gene:AT1G02330,801.612306578194,-0.11487770146864926,0.08777053622453856,-1.3088412855854488,0.1905881187338796,0.3496438042883569
gene:AT1G02335,551.8902104289979,-0.26061008847126793,0.09728727192266964,-2.678768592446688,0.007389344172326091,0.026915474096970354
gene:AT1G02340,125.12182909009805,-1.4163470599981258,0.18763843897294688,-7.548277782263635,4.4105144659287685e-14,9.62285956984944e-13
gene:AT1G02350,34.827774622513545,0.11769884199011113,0.3197816742595856,0.36805999675443585,0.7128284983003801,0.8356219537564848
gene:AT1G02360,1005.0437486108326,-0.16385634514824196,0.07700993190490049,-2.127730035530846,0.0333594731280981,0.09337305664464816
gene:AT1G02370,269.51348984540476,0.27225564980940065,0.1286627739900924,2.116040571535987,0.03434135712220327,0.0956028646604183
gene:AT1G02380,35.7963172085938,-0.20801957716019642,0.31159199450463076,-0.6676024443147396,0.5043873970251533,0.6774350337986281
gene:AT1G02390,46.27568761447506,0.1848148114777255,0.28387847580579056,0.6510349576632313,0.5150239211093457,0.6859144654794138
gene:AT1G02400,181.90096331310102,-0.26885778065362603,0.14851935140064734,-1.8102542067286063,0.07025637492853089,0.16695947777619377
gene:AT1G02405,1.808898787588486,0.6095033432512814,1.452156436623957,0.4197229223239089,0.6746878777369748,0.8091154907913324
gene:AT1G02410,386.6194041772408,0.08018052883394734,0.11249072807070558,0.7127745567043553,0.4759852722834882,0.6511640274730938
gene:AT1G02420,52.32929027332642,-0.3568309553253933,0.2663029395059754,-1.3399437347081429,0.18026363803374568,0.3369449358262563
gene:AT1G02430,116.00923533008768,0.062327511971223166,0.17794389849034303,0.3502649571016657,0.7261398616812618,0.8436703605081987
gene:AT1G02440,15.243279928306753,0.9456881969223617,0.49381192192902346,1.915077694414772,0.055482595981008735,0.13930689505215343
gene:AT1G02450,5.232071379618597,0.7131304110187934,0.8181704043923828,0.8716159948958339,0.3834179018876527,0.5664040945213646
gene:AT1G02460,78.74590048827541,-0.31657174036358665,0.22499394764158093,-1.407023360770089,0.15942046178209068,0.308324345642552
gene:AT1G02470,5.557082607271777,-0.6546759109076923,0.7918608717456087,-0.8267562323978699,0.4083752419059892,0.5905557696289727
gene:AT1G02475,91.91601042022292,-0.4609720004261963,0.20267829695878384,-2.274402377280378,0.022941804650624464,0.06894683297370122
gene:AT1G02490,2.4768120749570928,-2.8271363250198416,1.4720759964688885,-1.920509764306582,0.05479354098942656,0.1379459838373406
gene:AT1G02500,19351.78563064404,-0.23120180218452657,0.054683278635294215,-4.2280164605072175,2.3576054767876482e-05,0.00017192433585036795
gene:AT1G02510,0.3224238295732499,-0.22453405637468385,3.4219124009583872,-0.06561654129772515,0.9476831194436061,
gene:AT1G02520,577.5566319880272,0.3570691484339502,0.09564425544448066,3.733304700575779,0.00018898374159026664,0.0011141779169493917
gene:AT1G02530,20.766401049652377,2.167870370657693,0.47057090069445573,4.606894237315586,4.087277550810543e-06,3.418421511294182e-05
gene:AT1G02540,0.0,,,,,
gene:AT1G02550,0.0,,,,,
gene:AT1G02560,1299.5693340416315,-0.17324274818693203,0.07592159617702854,-2.28186388208932,0.022497377798882248,0.06790438077273481
gene:AT1G02570,47.54040380845825,0.6693787812182835,0.30638267112024653,2.184780159957452,0.02890496942468131,0.08329070343499241
gene:AT1G02575,37.450219612632345,0.7335575742221002,0.31390562586428455,2.33687297639976,0.01944578986450912,0.06030486543494938
gene:AT1G02580,9.706138545301801,0.6302800388428875,0.6255946490681303,1.0074894978429505,0.31369960205925396,0.49416046234739247
gene:AT1G02590,0.15073067509311275,0.7372497588068059,4.42547459354292,0.16659224750324073,0.8676908940503606,
gene:AT1G02610,110.02560712003067,-0.048847146704067375,0.1888274936460262,-0.25868662322890157,0.7958770414558622,0.8884342886981167
gene:AT1G02620,3.407075572610196,0.7801378674643155,1.033372823036827,0.7549432790110381,0.4502830162828867,0.6278241745510551
gene:AT1G02630,2.171739476219035,0.008669723070985421,1.2452173835763811,0.006962417313903187,0.9944448396007091,0.9973567626727446
gene:AT1G02640,583.6694034253924,-0.4526734778396173,0.10394024792011149,-4.3551317886748,1.329868843022124e-05,0.00010179464311717415
gene:AT1G02650,15.945514313228669,0.17550110445944112,0.4754324812631165,0.36913991234501775,0.7120234407207807,0.8351384358250262
gene:AT1G02660,58.695479964375515,0.19330847864859893,0.2595712490383755,0.7447222269983371,0.45643965939247433,0.6337160819365305
gene:AT1G02670,69.88221076106147,0.28559453464832996,0.232821047793702,1.2266697420818649,0.2199467446624681,0.387018743890299
gene:AT1G02680,327.2205370274157,0.010609728814690638,0.12679811516389705,0.08367418396540585,0.9333154833582556,0.965486432710314
gene:AT1G02690,972.207941194545,0.10452760333488766,0.07919109970945201,1.3199413029796776,0.18685461616001964,0.3449058090248849
gene:AT1G02700,13.927192767054194,0.05108554881549422,0.4939203382028943,0.10342872091756043,0.9176227183815832,0.9568214466626946
gene:AT1G02705,0.5325978522368654,-2.6519819593130385,3.0720823879794827,-0.8632522258158754,0.38799880484188354,
gene:AT1G02710,0.0,,,,,
gene:AT1G02720,354.5369076902193,0.051067271947515286,0.11280200621871558,0.4527159902502022,0.650753263822883,0.7903835374743988
gene:AT1G02730,535.5391226835725,0.2668693202776561,0.10108002422124392,2.6401786340447706,0.008286233818298735,0.02956355048466437
gene:AT1G02740,162.92399397184084,0.03620358975238931,0.16766054147844645,0.21593387110134946,0.8290392945454523,0.9089020372778056
gene:AT1G02750,215.13561352710812,0.09432175673776712,0.13804407572262864,0.6832727608484076,0.494434503034465,0.6688131711683605
gene:AT1G02770,5.2681337139207995,0.15233067913253104,0.8095310404962851,0.18817151105057603,0.8507422044289442,0.9214864136218733
gene:AT1G02780,21953.634464721934,-0.14107194746388274,0.05816351317367218,-2.425437181599601,0.015289961638483061,0.04929682774421564
gene:AT1G02790,0.17169315448013714,-1.1863243933113192,4.425478833013716,-0.26806690034566083,0.788647823367763,
gene:AT1G02800,0.9426610858092997,1.9845520889598713,2.146896998614069,0.9243816029558011,0.3552876696657663,
gene:AT1G02810,854.9822441941074,0.5619853429644183,0.1034811301325838,5.430800207191226,5.610191610801225e-08,6.331418126457575e-07
gene:AT1G02813,1.943344149812563,0.770050409790157,1.3551389596624197,0.5682446101187919,0.5698688840912274,0.7290348479824809
gene:AT1G02816,363.6305651761227,0.25232890960727633,0.11087157553287139,2.275866545546342,0.022853998352093303,0.0687214455422024
gene:AT1G02820,4.416871665704093,0.7590827368597604,0.9531542431927117,0.796390240384511,0.425805249089354,0.6064703409141968
gene:AT1G02830,1.2539437725552227,2.4757247977211723,1.970844932489938,1.256174322448279,0.20905277428133784,0.3737625953635519
gene:AT1G02840,4348.39023058381,-0.31622880644899565,0.07182911304398237,-4.402515819113102,1.070027852461914e-05,8.341423771829184e-05
gene:AT1G02850,1149.708610438551,0.9940883435885893,0.09731959597857638,10.214678077860338,1.7044396889279088e-24,7.311809067134477e-23
gene:AT1G02860,749.2854254894892,-0.06888313709214132,0.08771968804504694,-0.7852642733609309,0.432298638125138,0.6123083832875486
gene:AT1G02870,803.414634092897,0.009898822527951372,0.08643562598872116,0.11452248323212297,0.9088236246064889,0.9526643756015942
gene:AT1G02880,695.7517873393077,-0.14164840388645467,0.08589499193436502,-1.6490880399021697,0.09912959950685854,0.21797803914796635
gene:AT1G02890,1900.0263672638187,-0.17716830174067297,0.06827482149690978,-2.5949288164552997,0.009461051126959271,0.03305546651838199
gene:AT1G02900,1235.2704335408018,-0.704711980893266,0.080023048525,-8.806362590311801,1.2927240395504489e-18,3.863490211276951e-17
gene:AT1G02910,401.16200508050065,-0.5158674401400722,0.10614441438704568,-4.860052628478497,1.1735455147300577e-06,1.0734533750252305e-05
gene:AT1G02920,3371.409653364774,2.096735648378966,0.2687238889528667,7.8025651405585545,6.066129847255317e-15,1.407472578968551e-13
gene:AT1G02930,1168.0459460544662,2.1936347073464155,0.24485717764183337,8.958833588105678,3.2813092228402704e-19,1.0158406084712676e-17
gene:AT1G02940,0.462013361839036,2.2183727107319235,3.0336523544757585,0.7312547554959631,0.4646235606145661,
gene:AT1G02950,230.54907691581187,0.005724983083273409,0.13729103393559003,0.041699613726846,0.9667381618961656,0.9835441713104076
gene:AT1G02960,608.9313501107913,-0.16741344645672807,0.09367080743160788,-1.787253158663782,0.07389658103119917,0.17386767260835412
gene:AT1G02965,0.45219202527933827,2.192590996242549,3.412603938350328,0.6424979387741256,0.5205499272200036,
gene:AT1G02970,101.36946518447955,0.11558342444655759,0.19823403110756324,0.5830654999082432,0.5598492075431852,0.7217365396323845
gene:AT1G02980,11.08545794459451,0.5450574842800915,0.5942811436389915,0.9171710900038216,0.35905299350590514,0.5427802643877274
gene:AT1G02990,398.07695742399363,0.1854535722457913,0.10738293425367093,1.727030216996063,0.08416223682605557,0.1925824757404695
gene:AT1G03000,560.0794771795516,-0.050467946907843286,0.09257807202032561,-0.5451393165409947,0.5856577038045858,0.741762351576042
gene:AT1G03010,55.46883903568358,0.1988807044718447,0.2710275008912272,0.7338026724884367,0.46306901153397284,0.6396993041536534
gene:AT1G03020,0.17169315448013714,-1.1863243933113192,4.425478833013716,-0.26806690034566083,0.788647823367763,
gene:AT1G03030,383.5956391535549,0.3767514205112436,0.106549863166288,3.535916511908261,0.00040636309571112894,0.00219377104809976
gene:AT1G03040,822.5100036144413,-0.03140397319088373,0.08422862733020459,-0.37284203941457555,0.7092660122252028,0.8330815966357533
gene:AT1G03050,0.0,,,,,
gene:AT1G03055,2.9778629939711423,-0.21936963335767568,1.0770899974261976,-0.20366880565401121,0.8386123207019656,0.9145184543441155
gene:AT1G03060,1392.8061647238612,0.08840907293292542,0.07602588138194344,1.1628812626159577,0.24487768065867355,0.4167972324693986
gene:AT1G03070,56.16265227658198,-0.3294686955535195,0.2916124167227547,-1.1298171019471916,0.2585533003984912,0.43262348595520167
gene:AT1G03080,3192.5163409786364,0.047123293255063106,0.06930489792208956,0.6799417453588585,0.4965413476501688,0.6705281431626098
gene:AT1G03090,2431.0074150424,-0.5446186341610406,0.20781923581918463,-2.620636304499223,0.008776583729954856,0.031025403816636044
gene:AT1G03100,80.75070200778525,0.14894801182332817,0.2129270820925637,0.699525914503339,0.4842234236895494,0.6588418586526955
gene:AT1G03103,0.0,,,,,
gene:AT1G03106,0.6847498967065172,-1.6914132080142479,2.4616758836326844,-0.6870982566227349,0.4920208127704363,
gene:AT1G03110,468.5099210784089,0.25242599561653223,0.10283015731232081,2.4547856602985796,0.014096861271109032,0.0460533039376216
gene:AT1G03120,5.301036060229692,-0.02512059179253405,0.826826490463362,-0.030381938752901128,0.9757624489936886,0.9886990624587765
gene:AT1G03130,154.3291647976478,-2.7951186945636852,0.21827455580958396,-12.805517730623908,1.5270393512943836e-37,1.2576509588637485e-35
gene:AT1G03140,1272.3957616349342,-0.12820174476453577,0.07595838483167985,-1.687789242078076,0.09145169342752209,0.20498022652737838
gene:AT1G03150,387.10526922891455,0.26877834011957286,0.11188804184056651,2.402207918720798,0.01629644287257377,0.05203383313175449
gene:AT1G03160,203.87236633921688,-0.36712420473556945,0.14913136661633888,-2.461750422230404,0.013826083984103656,0.045299003979500256
